Company,"CIK Code",Ticker,Market,"IRS Number","Bus Street 1","Bus Street 2",City,County,"State Code","State Name",Region,Zip,"Bus Phone","Incorporation State Code","Parent CIK","Parent Name","SIC Code","SIC Description","NAICS Code","NAICS Description","Filer Act",Auditor,"Auditor Key","Auditor Affiliate","Auditor Affiliate Key","Auditor Affiliate Country","Audit Fees ($)","Audit Related Fees ($)","Benefit Plan Related Fees ($)","FISDI Fees ($)","Tax Related Fees ($)","Tax Related Fees - Compliance ($)","Tax Related Fees - Non-Compliance ($)","Other/Misc Fees ($)","Total Non Audit Fees ($)","Total Fees ($)",Currency,"Fees Include Subsidiaries","Fees Included In Parent Filings","Restated Fees","Year Ended Date","Year Ended","Year Ended Month (Ideal)","Fiscal Year Ends (Currently Reported)","S&P Index","Russell Index",Source,"Source Date","Stock Price ($)","Stock Price Date","Market Cap ($)","Financials Date","Revenue ($)","Earnings ($)","Book Value ($)","Assets ($)"
"Baozun Inc.",1625414,BZUN,"NASDAQ Global Select Market",,"NO. 1-9, LANE 510, WEST JIANGCHANG ROAD","JING'AN DISTRICT",SHANGHAI,,F4,CHINA,Foreign,200436,"(86-21) 60809991",E9,,,5961,"Catalog and Mail-Order Houses",454111,"Electronic Shopping",34,"Deloitte & Touche LLP",3,"Deloitte Touche Tohmatsu Certified Public Accountants LLP",499,CHINA,"1,123,800",0,0,0,0,,,"188,300","188,300","1,312,100",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-04-29,13.9,2021-12-31,"967,414,464",2021-12-31,"1,474,304,000","-34,492,000","860,522,000","1,932,889,000"
"Vera Bradley, Inc.",1495320,VRA,"NASDAQ Global Select Market",272935063,"12420 STONEBRIDGE ROAD",,ROANOKE,Huntington,IN,INDIANA,"US Midwest",46783,"(260) 482-4673",,,,3100,"Leather & Leather Products",448150,"Clothing Accessories Stores",34,"Deloitte & Touche LLP",3,,,,"1,122,538",0,0,0,"107,971",,,"1,895","109,866","1,232,404",USD,,,0,2021-01-30,2021,01,0131,,,"DEF 14A",2021-05-07,8.45,2021-01-31,"282,348,288",2021-01-30,"468,272,000","8,681,000","253,166,000","513,787,000"
"Sunstone Hotel Investors, Inc.",1295810,SHO,NYSE,201296886,"15 ENTERPRISE","SUITE 200","ALISO VIEJO",Orange,CA,CALIFORNIA,"US West",92656,"(949) 330-4000",MD,,,7011,"Hotels and Motels",721110,"Hotels (except Casino Hotels) and Motels",34,"Ernst & Young LLP",2,,,,"1,122,213",0,0,0,"6,360",,,"1,450","7,810","1,130,023",USD,,,0,2021-12-31,2021,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2022-03-17,11.73,2021-12-31,"2,572,785,152",2021-12-31,"509,150,000","34,641,000",,"3,041,049,000"
"Relay Therapeutics, Inc.",1812364,RLAY,"NASDAQ Global Market",473923475,"60 HAMPSHIRE STREET",,CAMBRIDGE,Middlesex,MA,MASSACHUSETTS,"US New England",02139,"(617) 370-8837",DE,,,2836,"Biological Products, Except Diagnostic Substances",325414,"Biological Product (except Diagnostic) Manufacturing",34,"Ernst & Young LLP",2,,,,"1,122,000",0,0,0,0,,,0,0,"1,122,000",USD,,,0,2021-12-31,2021,12,1231,,"Russell 2000","DEF 14A",2022-04-14,30.71,2021-12-31,"3,323,138,816",2021-12-31,"3,029,000","-363,872,000","895,508,000","1,008,443,000"
"ENTERGY MISSISSIPPI, LLC",66901,EMP,NYSE,831950019,"308 EAST PEARL STREET",,JACKSON,Hinds,MS,MISSISSIPPI,"US Southeast",39201,"(601) 368-5000",TX,65984,"ENTERGY CORP /DE/",4911,"Electric Services",221119,"Other Electric Power Generation",34,"Deloitte & Touche LLP",3,,,,"1,121,857",0,0,0,0,,,0,0,"1,121,857",USD,,Yes,0,2021-12-31,2021,12,1231,,,10-K,2022-02-25,,,,2021-12-31,"1,406,346,000","166,834,000",,"5,557,389,000"
"Bark, Inc.",1819574,BARK,NYSE,851872418,"120 BROADWAY, 12TH FLOOR",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10271,"(855) 501-2275",,,,5990,"Retail-Retail Stores, NEC",454111,"Electronic Shopping",34,"Deloitte & Touche LLP",3,,,,"1,121,376","1,086,862",0,0,0,,,0,"1,086,862","2,208,238",USD,,,0,2021-03-31,2021,03,0331,,"Russell 2000","DEF 14A",2022-10-05,,,,,,,,
"Frontline plc",913290,FRO,NYSE,980135919,"8, JOHN KENNEDY STREET","IRIS HOUSE, OFF. 740B",HAMILTON,,G4,CYPRUS,Foreign,HMGX,35725-588767,D0,,,4412,"Deep Sea Foreign Transportation of  Freight",483111,"Deep Sea Freight Transportation",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers AS",287,NORWAY,"1,121,000","132,000",0,0,"8,000",,,"4,000","144,000","1,265,000",USD,Uncertain,,0,2021-12-31,2021,12,1231,,,20-F,2022-03-17,7.07,2021-12-31,"1,438,963,968",2021-12-31,"753,441,000","-14,961,000","1,530,061,000","4,106,597,000"
"WIPRO LTD",1123799,WIT,NYSE,000000000,"SARGAPUR ROAD",BANGALORE,KARNATAKA,,K7,INDIA,Foreign,560035,91-80-2844-0011,K7,,,7371,"Computer Programming Services",541511,"Custom Computer Programming Services",34,"Deloitte & Touche LLP",3,"Deloitte Haskins & Sells LLP",16,INDIA,"1,118,217",0,0,0,"592,790",,,"175,142","767,932","1,886,149",USD,,,0,2021-03-31,2021,03,0331,,,20-F,2021-06-09,6.29,2021-03-29,"35,937,017,856",2021-03-31,"8,472,000,000","1,486,000,000","5,483,000,000","11,372,000,000"
"SOUTHWESTERN ELECTRIC POWER CO",92487,,,720323455,"1 RIVERSIDE PLAZA",,COLUMBUS,Franklin,OH,OHIO,"US Midwest",43215,"(614) 716-1000",DE,4904,"AMERICAN ELECTRIC POWER CO INC",4911,"Electric Services",221111,"Hydroelectric Power Generation",34,"PricewaterhouseCoopers LLP",1,,,,"1,118,206","27,143",0,0,"11,848",,,0,"38,991","1,157,197",USD,,Yes,0,2021-12-31,2021,12,1231,,,10-K,2022-02-24,,,,2021-12-31,"2,131,800,000","239,000,000",,"9,325,700,000"
"QUHUO Ltd",1781193,QH,"NASDAQ Global Market",0000000,"3RD FLOOR, BLOCK A, XIN'ANMEN, NO. 1","SOUTH BANK HUIHE SOUTH STREET","CHAOYANG DISTRICT BEIJING",,F4,CHINA,Foreign,100020,00861053318747,E9,,,7389,"Business Services, NEC",518210,"Data Processing, Hosting, and Related Services",34,"Ernst & Young LLP",2,"Ernst & Young Hua Ming LLP",211,CHINA,"1,116,062",0,0,0,"65,104",,,0,"65,104","1,181,165",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-09-09,0.8548,2021-12-29,"39,404,468",2021-12-31,"631,580,000","-24,776,000","43,922,000","179,713,000"
"American Healthcare REIT, Inc.",1632970,AHR,NYSE,472887436,"18191 VON KARMAN AVENUE","SUITE 300",IRVINE,Orange,CA,CALIFORNIA,"US West",92612,"(949) 270-9200",MD,,,6798,"Real Estate Investment Trusts",525990,"Other Financial Vehicles",34,"Deloitte & Touche LLP",3,,,,"1,116,000","405,000",0,0,"105,000",,,0,"510,000","1,626,000",USD,,,0,2021-12-31,2021,12,1231,,"Russell 2000","DEF 14A",2022-04-08,,,,2021-12-31,"1,282,254,000","-53,269,000","1,370,802,000","4,580,339,000"
"Summit Therapeutics Inc.",1599298,SMMT,"NASDAQ Global Market",371979717,"601 BRICKELL KEY DRIVE","SUITE 1000",MIAMI,Miami-Dade,FL,FLORIDA,"US Southeast",33131,"(305) 203-2034",,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"1,113,000",0,0,0,0,,,"4,000","4,000","1,117,000",USD,,,0,2021-12-31,2021,12,1231,,"Russell 1000","DEF 14A",2022-04-29,2.69,2021-12-31,"263,726,368",2021-12-31,"1,809,000","-88,602,000","70,876,000","113,374,000"
"AppHarvest, Inc.",1807707,,NAS,845042965,"1890 STAR SHOOT PKWY","STE 170 PMB 168",LEXINGTON,Fayette,KY,KENTUCKY,"US Mid Atlantic",40509,"(606) 653-6100",DE,,,0100,"Agricultural production- crops",111419,"Other Food Crops Grown Under Cover",34,"Ernst & Young LLP",2,,,,"1,112,000","125,000",0,0,"57,000",,,0,"182,000","1,294,000",USD,,,0,2021-12-31,2021,12,1231,,,"DEF 14A",2022-04-01,3.98,2021-12-29,"400,778,816",2021-12-31,"9,050,000","-166,186,000",,"554,064,000"
"ECARX Holdings Inc.",1861974,ECX,NAS,,"16/F, TOWER 2","CHINA EASTERN AIRLINES BINJIANG CENTER",SHANGHAI,,F4,CHINA,Foreign,200030,"0571 85306757",,,,7373,"Computer Integrated Systems Design",541512,"Computer Systems Design Services",34,"KPMG LLP",4,"KPMG Huazhen LLP",355,CHINA,"1,111,566",0,0,0,0,,,0,0,"1,111,566",USD,,,0,2021-12-31,2021,12,,,,20-F,2023-04-24,,,,,,,,
"WalkMe Ltd.",1847584,,NAS,,"1 WALTER MOSES STREET",,"TEL AVIV",,L3,ISRAEL,Foreign,6789903,972-3-763-0333,L3,,,7372,"Prepackaged Software",518210,"Data Processing, Hosting, and Related Services",34,"Ernst & Young LLP",2,"Kost Forer Gabbay & Kasierer",222,ISRAEL,"1,110,000",0,0,0,"65,000",,,"23,000","88,000","1,198,000",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-03-24,,,,2021-12-31,"193,303,000","-95,813,000","306,215,000","459,617,000"
"GRACO INC",42888,GGG,NYSE,410285640,"88 11TH AVENUE NE",,MINNEAPOLIS,Hennepin,MN,MINNESOTA,"US Midwest",55413-1894,"(612) 623-6000",MN,,,3561,"Pumps and Pumping Equipment",333911,"Pump and Pumping Equipment Manufacturing",34,"Deloitte & Touche LLP",3,,,,"1,110,000",0,0,0,"236,000","114,000","122,000",0,"236,000","1,346,000",USD,,,0,2021-12-31,2021,12,1230,"S&P 400 MidCap","Russell 1000","DEF 14A",2022-03-16,80.62,2021-12-31,"13,730,183,168",2021-12-31,"1,987,608,000","439,866,000","1,203,348,000","2,443,198,000"
"Canaan Inc.",1780652,CAN,"NASDAQ Global Market",,"28 AYER RAJAH CRESCENT",#06-08,SINGAPORE,,U0,SINGAPORE,Foreign,139959,"(656) 305-6618",E9,,,6199,"Finance Services",334413,"Semiconductor and Related Device Manufacturing",34,"KPMG LLP",4,"KPMG Huazhen LLP",355,CHINA,"1,109,861",0,0,0,"101,841",,,0,"101,841","1,211,702",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-04-29,4.89,2021-12-29,"671,754,880",2021-12-31,"772,762,000","309,086,000",,"883,720,000"
"UNITED BREWERIES CO INC",888746,CCU,NYSE,000000000,"AHUMADA 131",,SANTIAGO,,F3,CHILE,Foreign,00000,"(212) 530-5000",F3,,,2082,"Malt Beverages",312120,Breweries,34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers Consultores Auditores SpA",644,CHILE,"1,109,702",0,0,0,"9,248",,,"1,321","10,569","1,120,271",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-04-28,16.41,2021-12-31,"3,031,771,136",2021-12-31,"2,916,329,000","257,102,000","1,202,468,000","3,341,257,000"
"Anika Therapeutics, Inc.",898437,ANIK,"NASDAQ Global Select Market",043145961,"32 WIGGINS AVENUE",,BEDFORD,Middlesex,MA,MASSACHUSETTS,"US New England",01730,"(781) 457-9000",DE,,,3841,"Surgical and Medical Instruments and Apparatus",325414,"Biological Product (except Diagnostic) Manufacturing",34,"Deloitte & Touche LLP",3,,,,"1,108,421","20,000",0,0,"301,705",,,"5,685","327,390","1,435,811",USD,,,0,2021-12-31,2021,12,1231,,"Russell 2000","DEF 14A",2022-04-27,35.83,2021-12-31,"517,421,024",2021-12-31,"147,794,000","4,134,000","196,922,000","347,535,000"
"PARDES BIOSCIENCES, INC.",1822711,,NAS,852696306,"2173 SALK AVENUE","SUITE 250, PMB#052",CARLSBAD,"San Diego",CA,CALIFORNIA,"US West",92008,"(415) 649-8758",DE,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"KPMG LLP",4,,,,"1,107,500",0,0,0,0,,,0,0,"1,107,500",USD,,,0,2021-12-31,2021,12,1231,,,"DEF 14A",2022-04-26,16.37,2021-12-31,"929,251,776",2021-12-31,0,"-38,518,000",,"275,259,000"
"WAFD INC",936528,WAFD,"NASDAQ Global Select Market",911661606,"425 PIKE STREET",,SEATTLE,King,WA,WASHINGTON,"US West",98101,"(206) 624-7930",WA,,,6021,"National Commercial Banks",522120,"Savings Institutions",34,"Deloitte & Touche LLP",3,,,,"1,105,910",0,0,0,"24,103",,,"2,086","26,189","1,132,099",USD,,,0,2021-09-30,2021,09,0930,"S&P 600 SmallCap","Russell 2000","DEF 14A",2021-12-06,34.31,2021-09-30,"2,235,134,208",2021-09-30,"565,170,000","183,615,000","1,816,045,000","19,650,574,000"
"Payoneer Global Inc.",1845815,PAYO,"NASDAQ Global Market",861778671,"195 BROADWAY, 27TH FLOOR",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10007,"(212) 600-9272",DE,,,7389,"Business Services, NEC",522320,"Financial Transactions Processing, Reserve, and Clearinghouse Activities",34,"PricewaterhouseCoopers LLP",1,"Kesselman & Kesselman",223,ISRAEL,"1,105,195","562,000",0,0,"102,646",,,"2,060","666,706","1,771,901",USD,,,0,2021-12-31,2021,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2022-04-28,7.35,2021-12-31,"2,501,823,488",2021-12-31,"473,403,000","-33,987,000","428,417,000","5,078,752,000"
"NATUZZI S P A",900391,NTZ,NYSE,000000000,"VIA IAZZITIELLO 47",,SANTERMO,,L6,ITALY,Foreign,,"(999) 999-9999",L6,,,2510,"Household Furniture",337121,"Upholstered Household Furniture Manufacturing",34,"KPMG LLP",4,"KPMG SpA",72,ITALY,"1,105,096",0,0,0,"11,832",,,0,"11,832","1,116,928",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-05-02,13.8,2021-12-29,"151,394,400",2021-12-31,"486,012,000","4,987,000","88,917,000","443,546,000"
"FIVE BELOW, INC",1177609,FIVE,"NASDAQ Global Select Market",753000378,"701 MARKET STREET","SUITE 300",PHILADELPHIA,Philadelphia,PA,PENNSYLVANIA,"US Mid Atlantic",19106,"(215) 546-7909",PA,,,5331,"Variety Stores",452111,"Department Stores (except Discount Department Stores)",34,"KPMG LLP",4,,,,"1,105,000",0,0,0,0,,,0,0,"1,105,000",USD,,,0,2021-01-30,2021,01,0131,"S&P 400 MidCap","Russell 1000","DEF 14A",2021-05-06,175.73,2021-01-31,"9,829,498,880",2021-01-30,"1,962,137,000","123,361,000",,"2,314,770,000"
"Whiting Holdings LLC",1255474,WLL,NYS,200098515,"1700 BROADWAY","SUITE 2300",DENVER,Denver,CO,COLORADO,"US West",80290-2300,"(281) 404-9500",DE,,,1311,"Crude Petroleum and Natural Gas",211111,"Crude Petroleum and Natural Gas Extraction",34,"Deloitte & Touche LLP",3,,,,"1,104,076","62,986",0,0,0,,,0,"62,986","1,167,062",USD,,,0,2021-12-31,2021,12,1231,,,10-K/A,2022-04-14,64.68,2021-12-31,"2,531,163,648",2021-12-31,"1,533,481,000","427,906,000",,"2,457,931,000"
"Morphic Holding, Inc.",1679363,,NAS,473878772,"35 GATEHOUSE DRIVE A2",,WALTHAM,Middlesex,MA,MASSACHUSETTS,"US New England",02451,"(781) 996-0955",DE,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"Ernst & Young LLP",2,,,,"1,104,000",0,0,0,0,,,0,0,"1,104,000",USD,,,0,2021-12-31,2021,12,1231,,,"DEF 14A",2022-04-29,47.38,2021-12-31,"1,757,106,048",2021-12-31,"19,794,000","-95,542,000",,"426,290,000"
"FIRST INDUSTRIAL REALTY TRUST INC",921825,FR,NYSE,363935116,"1 NORTH WACKER DRIVE","SUITE 4200",CHICAGO,Cook,IL,ILLINOIS,"US Midwest",60606,"(312) 344-4300",MD,,,6798,"Real Estate Investment Trusts",531120,"Lessors of Nonresidential Buildings (except Miniwarehouses)",34,"PricewaterhouseCoopers LLP",1,,,,"1,103,585","43,775",0,0,0,,,"2,943","46,718","1,150,303",USD,Uncertain,,0,2021-12-31,2021,12,1231,"S&P 400 MidCap","Russell 1000","DEF 14A",2022-03-31,66.2,2021-12-31,"8,721,699,840",2021-12-31,"476,290,000","553,208,000",,"4,179,098,000"
"UroGen Pharma Ltd.",1668243,URGN,"NASDAQ Global Market",981460746,"9 HA'TA'ASIYA ST",,RA'ANANA,,L3,ISRAEL,Foreign,4365007,"972 9 770 7601",L3,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"1,103,000",0,0,0,0,,,"1,000","1,000","1,104,000",USD,,,0,2021-12-31,2021,12,1231,,"Russell 2000","DEF 14A",2022-05-02,9.51,2021-12-31,"213,623,088",2021-12-31,"48,042,000","-110,820,000",,"119,746,000"
"UNIVERSAL TECHNICAL INSTITUTE INC",1261654,UTI,NYSE,860226984,"20410 NORTH 19TH AVENUE,","SUITE 200",PHOENIX,Maricopa,AZ,ARIZONA,"US Southwest",85027,"(623) 445-9500",DE,,,8200,"Services-Educational Services",611519,"Other Technical and Trade Schools",34,"Deloitte & Touche LLP",3,,,,"1,102,362",0,0,0,"49,233","49,233",,"1,895","51,128","1,153,490",USD,,,0,2021-09-30,2021,09,0930,,"Russell 2000","DEF 14A",2022-01-20,6.76,2021-09-30,"221,951,072",2021-09-30,"335,083,000","14,581,000","180,308,000","512,570,000"
"Frontier Group Holdings, Inc.",1670076,ULCC,"NASDAQ Global Select Market",463681866,"4545 AIRPORT WAY",,DENVER,Denver,CO,COLORADO,"US West",80239,"(720) 374-4490",DE,,,4512,"Air Transportation, Scheduled",481111,"Scheduled Passenger Air Transportation",34,"Ernst & Young LLP",2,,,,"1,102,000","62,000",0,0,"93,000",,,"7,000","162,000","1,264,000",USD,,,0,2021-12-31,2021,12,1231,,"Russell 2000","DEF 14A",2022-04-13,13.57,2021-12-31,"2,945,573,376",2021-12-31,"2,060,000,000","-102,000,000","501,000,000","4,235,000,000"
"System1, Inc.",1805833,SST,NYSE,923978051,"4235 REDWOOD AVENUE",,"MARINA DEL REY","Los Angeles",CA,CALIFORNIA,"US West",90066,"(310) 924-6037",,,,7370,"Services-Computer Programming, Data Processing, Etc.",518210,"Data Processing, Hosting, and Related Services",34,"PricewaterhouseCoopers LLP",1,,,,"1,100,000",0,0,0,0,,,"4,150","4,150","1,104,150",USD,,,0,2021-12-31,2021,12,1231,,,"DEF 14A",2023-06-07,,,,2021-12-31,"688,389,000","32,996,000",,"517,620,230"
"BP Midstream Partners LP",1708301,,NYS,821646447,"501 WESTLAKE PARK BLVD",,HOUSTON,Harris,TX,TEXAS,"US Southwest",77079,"(281) 366-2000",DE,,,4610,"Pipelines, Except Natural Gas",486110,"Pipeline Transportation of Crude Oil",34,"Deloitte & Touche LLP",3,,,,"1,100,000",0,0,0,0,,,0,0,"1,100,000",USD,,,0,2021-12-31,2021,12,1231,,,10-K,2022-03-11,15.3,2021-12-31,"1,603,356,416",2021-12-31,"119,900,000","152,100,000",,"738,800,000"
CooTek(Cayman)Inc.,1734262,CTKYY,"Pink Limited",,"11F, T2, NO.16, LANE 399, XINLONG ROAD","MINHANG DISTRICT",SHANGHAI,,F4,CHINA,Foreign,201101,862164856352,E9,,,7374,"Computer Processing and Data Preparation and Processing Services",511210,"Software Publishers",34,"Deloitte & Touche LLP",3,"Deloitte Touche Tohmatsu Certified Public Accountants LLP",499,CHINA,"1,100,000","120,000",0,0,"62,000",,,0,"182,000","1,282,000",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-04-29,0.53,2021-12-29,"29,692,032",2021-12-31,"272,145,821","-13,877,363","-6,249,085","56,431,166"
"Cingulate Inc.",1862150,CING,"NASDAQ Capital Market",863825535,"1901 W. 47TH PLACE",,"KANSAS CITY",Johnson,KS,KANSAS,"US Midwest",66205,"(913) 942-2300",DE,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"KPMG LLP",4,,,,"1,100,000",0,0,0,"527,040",,,0,"527,040","1,627,040",USD,,,0,2021-12-31,2021,12,1231,,,"DEF 14A",2022-04-22,2.76,2021-12-31,"31,213,612",2021-12-31,0,"-20,709,991",,"22,886,257"
"LAVA Therapeutics NV",1840748,LVTX,"NASDAQ Global Market",842745484,"YALELAAN 62",,UTRECHT,,P7,NETHERLANDS,Foreign,,"31 6 3000 3035",P7,,,2834,"Pharmaceutical Preparations",325413,"In-Vitro Diagnostic Substance Manufacturing",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers Accountants NV",108,NETHERLANDS,"1,100,000",0,0,0,"100,000",,,0,"100,000","1,200,000",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-03-24,,,,2021-12-31,"5,000,000","-45,347,000",,"139,247,000"
"Vericity, Inc.",1575434,,NAS,462348863,"1350 E TOUHY","SUITE 205W","DES PLAINES",Cook,IL,ILLINOIS,"US Midwest",60018,"(800) 369-3990",DE,,,6311,"Life Insurance",524210,"Insurance Agencies and Brokerages",34,"Deloitte & Touche LLP",3,,,,"1,100,000",0,0,0,0,,,0,0,"1,100,000",USD,,,0,2021-12-31,2021,12,1231,,,"DEF 14A",2022-06-21,6.94,2021-12-31,"103,232,496",2021-12-31,"176,579,000","-16,657,000","171,269,000","788,007,000"
"MiX Telematics Ltd",1576914,,GREY,,"PO BOX 12326","VORNA VALLEY",JOHANNESBURG,,T3,"SOUTH AFRICA",Foreign,1686,27-11-654-8279,T3,,,7372,"Prepackaged Software",511210,"Software Publishers",34,"Deloitte & Touche LLP",3,"Deloitte & Touche",24,"SOUTH AFRICA","1,099,271",0,0,0,"27,114",,,"5,131","32,245","1,131,516",USD,,,0,2021-03-31,2021,03,0331,,,"DEF 14A",2021-07-23,13.78,2021-03-31,"304,041,920",2021-03-31,"126,894,000","14,595,000","61,153,000","171,146,000"
"DoubleLine Funds Trust",1480207,,,000000000,"2002 N. TAMPA ST.,","SUITE 200",TAMPA,Hillsborough,FL,FLORIDA,"US Southeast",33602,"(813) 791-7333",DE,,,,,525910,"Open-End Investment Funds",40,"PricewaterhouseCoopers LLP",1,,,,"1,098,740",0,0,0,"257,365",,,0,"257,365","1,356,105",USD,,,0,2021-03-31,2021,03,0331,,,N-CSR,2021-06-04,,,,2021-03-31,"40,891,758","40,391,845","971,339,050","975,855,436"
"FARMER BROTHERS CO",34563,FARM,"NASDAQ Global Select Market",950725980,"14501 N. FREEWAY",,"FORT WORTH",Tarrant,TX,TEXAS,"US Southwest",76177,"(888) 998-2468",DE,,,2090,"Miscellaneous Food Preparations & Kindred Products",311920,"Coffee and Tea Manufacturing",34,"Deloitte & Touche LLP",3,,,,"1,098,523",0,0,0,0,,,0,0,"1,098,523",USD,,,0,2021-06-30,2021,06,0630,,,"DEF 14A",2021-10-27,12.69,2021-06-30,"226,551,936",2021-06-30,"397,850,000","-41,651,000","86,707,000","338,006,000"
"OCULAR THERAPEUTIX, INC",1393434,OCUL,"NASDAQ Global Market",205560161,"15 CROSBY DRIVE",,BEDFORD,Middlesex,MA,MASSACHUSETTS,"US New England",01730,"(781) 357-4000",DE,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"1,098,000",0,0,0,0,,,956,956,"1,098,956",USD,,,0,2021-12-31,2021,12,1231,,"Russell 2000","DEF 14A",2022-05-02,6.97,2021-12-31,"534,821,632",2021-12-31,"43,522,000","-6,553,000",,"204,887,000"
"BlueLinx Holdings Inc.",1301787,BXC,NYSE,770627356,"1950 SPECTRUM CIRCLE","SUITE 300",MARIETTA,Cobb,GA,GEORGIA,"US Southeast",30067,"(770) 953-7000",DE,,,5031,"Lumber, Plywood, Millwork, and Wood Panels",444190,"Other Building Material Dealers",34,"Ernst & Young LLP",2,,,,"1,097,056",0,0,0,0,,,0,0,"1,097,056",USD,,,0,2022-01-01,2021,12,0103,,"Russell 2000","DEF 14A",2022-04-15,91.08,2022-01-03,"884,084,864",2022-01-01,"4,277,178,000","296,133,000","301,874,000","1,317,454,000"
"ENTERGY NEW ORLEANS, LLC",71508,ENJ,NYSE,822212934,"1600 PERDIDO ST",,"NEW ORLEANS",Orleans,LA,LOUISIANA,"US Southeast",70112,"(504) 670-3702",TX,65984,"ENTERGY CORP /DE/",4931,"Electric and Other Services Combined",221111,"Hydroelectric Power Generation",34,"Deloitte & Touche LLP",3,,,,"1,096,857","212,896",0,0,0,,,0,"212,896","1,309,753",USD,,Yes,0,2021-12-31,2021,12,1231,,,10-K,2022-02-25,,,,2021-12-31,"768,852,000","31,798,000",,"2,150,323,000"
"Dutch Bros Inc.",1866581,BROS,NYSE,871041305,"1930 W RIO SALADO PKWY",,TEMPE,Maricopa,AZ,ARIZONA,"US Southwest",85281,"(877) 899-2767",DE,,,5810,"Retail-Eating & Drinking Places",722213,"Snack and Nonalcoholic Beverage Bars",34,"KPMG LLP",4,,,,"1,096,502","928,698",0,0,"1,209,208",,,0,"2,137,906","3,234,408",USD,,,0,2021-12-31,2021,12,1231,,"Russell 1000","DEF 14A",2022-04-21,50.91,2021-12-31,"1,752,984,064",2021-12-31,"497,876,000","-12,914,000","63,680,000","553,700,000"
"ENTERPRISE FINANCIAL SERVICES CORP",1025835,EFSC,"NASDAQ Global Select Market",431706259,"150 NORTH MERAMEC","150 NORTH MERAMEC",CLAYTON,"Saint Louis",MO,MISSOURI,"US Southeast",63105,"(314) 725-5500",DE,,,6022,"State Commercial Banks",522110,"Commercial Banking",34,"Deloitte & Touche LLP",3,,,,"1,095,500","173,217",0,0,"88,337",,,0,"261,554","1,357,054",USD,,,0,2021-12-31,2021,12,1231,,"Russell 2000","DEF 14A",2022-03-22,47.09,2021-12-31,"1,780,921,344",2021-12-31,"414,552,000","133,055,000","1,141,666,000","13,537,358,000"
"SANFILIPPO JOHN B & SON INC",880117,JBSS,"NASDAQ Global Select Market",362419677,"1703 N. RANDALL ROAD",,ELGIN,Kane,IL,ILLINOIS,"US Midwest",60123-7820,"(847) 289-1800",DE,,,2060,"Sugar & Confectionery Products",311911,"Roasted Nuts and Peanut Butter Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"1,095,000",0,0,0,0,,,"4,500","4,500","1,099,500",USD,,,0,2021-06-24,2021,06,0628,"S&P 600 SmallCap","Russell 2000","DEF 14A",2021-09-10,88.57,2021-06-30,"785,696,704",2021-06-24,"858,482,000","59,741,000","222,883,000","398,455,000"
"Kinetik Holdings Inc.",1692787,KNTK,NYSE,814675947,"2700 POST OAK BLVD.","SUITE 300",HOUSTON,Harris,TX,TEXAS,"US Southwest",77056,"(713) 621-7330",DE,,,4922,"Natural Gas Transmission",486210,"Pipeline Transportation of Natural Gas",34,"Ernst & Young LLP",2,,,,"1,095,000",0,0,0,0,,,0,0,"1,095,000",USD,,,0,2021-12-31,2021,12,1231,"S&P 600 SmallCap","Russell 2000","DEF 14A",2022-05-16,61.03,2021-12-29,"228,646,448",2021-12-31,"160,617,000","-62,685,000",,"1,724,670,000"
